game_id,game_date,home_team,away_team,home_score,away_score,play_index,period,min,sec,game_seconds,event_interval,event_type,event_detail,x_coord,y_coord,event_team,event_player_1,event_player_2,event_player_3,home_goalie,away_goalie,plus_player_1,minus_player_2,plus_player_2,minus_player_3,plus_player_3,minus_player_4,plus_player_4,minus_player_5,plus_player_5,plus_player_6,minus_player_1,minus_player_6,home_skaters,away_skaters
18507502,2017-10-28,MET,BOS,0,0,1,1,20,0,0,0,Faceoff,NA,49.97,50.32,BOS,Jillian Dempsey,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,2,1,19,40,20,20,Shot,NA,14.59,22.1,MET,Rebecca Russo,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,3,1,19,40,20,0,Faceoff,NA,15.98,26.85,BOS,Jillian Dempsey,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,4,1,18,35,85,65,Shot,NA,81.2,72.5,BOS,Haley Skarupa,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,5,1,18,20,100,15,Shot,NA,82.38,26.13,BOS,Lexi Bender,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,6,1,17,47,133,33,Shot,NA,78.23,62.42,BOS,Alyssa Gagliardi,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,7,1,16,34,206,73,Faceoff,NA,37.92,27.34,BOS,Jillian Dempsey,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,8,1,15,0,240,34,Shot,NA,15.19,68.47,MET,Rebecca Russo,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,9,1,14,17,343,103,Shot,NA,80.21,74.11,BOS,Alyssa Gagliardi,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,10,1,14,10,350,7,Shot,NA,79.81,65.24,BOS,Paige Harrington,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,11,1,13,8,412,62,Faceoff,NA,16.77,27.74,BOS,Jillian Dempsey,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,12,1,12,35,445,33,Penalty,1 Hooking 2,81.39,26.37,MET,Michelle Picard,Michelle Picard,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,13,1,12,35,445,0,Faceoff,NA,83.17,74.52,MET,Alexa Gruschow,Dana Trivigno,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,0,0,14,1,12,17,463,18,Shot,NA,76.85,56.77,BOS,Haley Skarupa,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
18507502,2017-10-28,MET,BOS,0,0,16,1,12,17,463,0,Faceoff,NA,83.17,72.9,BOS,Dana Trivigno,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
18507502,2017-10-28,MET,BOS,0,0,15,1,11,32,508,45,Faceoff,NA,49.97,50.65,BOS,Jillian Dempsey,Tatiana Rafter,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
18507502,2017-10-28,MET,BOS,1,0,16,1,11,32,508,0,Goal,NA,8.67,44.11,MET,Harrison Browne,NA,NA,Katie  Fitzgerald,Brittany Ott,Harrison Browne,Heather  Schwarz,Ashley Johnston,Meagan Mangene,Rebecca Russo,Jordan Smelker, Kelsey  Koelzer,Dana Trivigno,NA,NA,Haley Skarupa,NA,4,5
18507502,2017-10-28,MET,BOS,1,0,17,1,10,40,560,52,Shot,NA,84.95,43.06,BOS,Heather  Schwarz,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5
18507502,2017-10-28,MET,BOS,1,0,18,1,10,28,572,12,Shot,NA,80.21,59.19,BOS,Jillian Dempsey,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,19,1,9,39,621,49,BlockedShot,NA,79.22,46.29,MET,Bray Ketchum,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,20,1,8,40,680,59,Shot,NA,87.12,50.32,BOS,Janine Weber,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,21,1,8,13,707,27,Turnover,NA,26.06,34.19,BOS,Marissa Gedman,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,22,1,8,11,709,2,Shot,NA,19.14,36.21,MET,NA,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,23,1,8,8,712,3,Faceoff,NA,17.16,27.74,BOS,Jillian Dempsey,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,24,1,7,1,779,67,Faceoff,NA,38.11,28.15,MET,Erika  Lawler,Dana Trivigno,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,25,1,6,57,783,4,Shot,NA,30.01,23.71,MET,Erika  Lawler,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,26,1,6,22,818,35,Shot,NA,23.49,41.45,MET,Rebecca Morse,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,27,1,6,21,819,1,Faceoff,NA,16.97,29.35,BOS,Janine Weber,Tatiana Rafter,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,28,1,5,55,845,26,Shot,NA,26.85,26.53,MET,NA,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,29,1,5,53,847,2,Faceoff,NA,16.97,26.53,MET,Alexa Gruschow,Jillian Dempsey,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,30,1,5,20,880,33,BlockedShot,NA,19.14,62.58,BOS,Jordan Smelker,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,31,1,4,53,907,27,Shot,NA,77.64,66.05,BOS,Dana Trivigno,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,32,1,4,53,907,0,Faceoff,NA,83.17,27.34,BOS,Dana Trivigno,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,33,1,4,25,935,28,Faceoff,NA,83.17,72.9,BOS,Dana Trivigno,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,34,1,4,10,950,15,BlockedShot,NA,83.17,61.61,MET,Michelle Picard,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,35,1,3,26,994,44,Shot,NA,17.95,28.15,MET,Tatiana Rafter,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,36,1,3,15,1005,11,Faceoff,NA,16.77,73.31,MET,Erika  Lawler,Jillian Dempsey,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,37,1,2,24,1056,51,Faceoff,NA,49.97,51.13,BOS,Dana Trivigno,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,38,1,2,5,1075,19,BlockedShot,NA,22.3,52.34,BOS,Marissa Gedman,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,39,1,1,53,1087,12,Shot,NA,18.55,53.55,MET, Kelsey  Koelzer,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,1,0,40,1,1,52,1088,1,Faceoff,NA,49.97,50,BOS,Alyssa Gagliardi,Kiira Dosdall,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,41,1,1,52,1088,0,Goal,NA,14.4,55.56,MET,Miye D'Oench, Kelsey  Koelzer,Alexa Gruschow,Katie  Fitzgerald,Brittany Ott,Alexa Gruschow,Haley Skarupa, Kelsey  Koelzer,Emily Field,Bray Ketchum,Kaliya Johnson,Miye D'Oench,Lexi Bender,Michelle Picard,NA,Dana Trivigno,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,41,1,1,46,1094,6,Faceoff,NA,49.58,51.94,BOS,Janine Weber,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,42,1,1,20,1120,26,Faceoff,NA,49.18,51.94,BOS,Janine Weber,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,43,1,0,26,1174,54,Shot,NA,79.42,61.21,BOS,Janine Weber,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,45,2,20,0,1200,26,Faceoff,NA,50.37,50.32,MET,Alexa Gruschow,Jillian Dempsey,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,46,2,18,27,1293,93,BlockedShot,NA,78.23,60.73,BOS,Lexi Bender,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,47,2,18,16,1304,11,Shot,NA,66.97,30.16,MET,Ashley Johnston,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,48,2,18,16,1304,0,Faceoff,NA,82.58,27.74,BOS,Janine Weber,Tatiana Rafter,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,49,2,17,56,1324,20,Shot,NA,81.2,70.89,MET,Kiira Dosdall,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,50,2,17,55,1325,1,Faceoff,NA,82.97,73.31,MET,Alexa Gruschow,Jillian Dempsey,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,51,2,17,20,1360,35,Shot,NA,88.71,49.92,MET,Miye D'Oench,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,52,2,16,56,1384,24,BlockedShot,NA,19.73,22.5,MET, Kelsey  Koelzer,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,53,2,16,45,1395,11,Shot,NA,15.58,59.6,BOS,Haley Skarupa,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,54,2,16,20,1420,25,Shot,NA,16.77,38.63,BOS,Kaliya Johnson,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,55,2,16,12,1428,8,Shot,NA,20.33,55.56,BOS,Haley Skarupa,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,57,2,15,0,1440,12,Turnover,NA,24.08,27.34,MET,Courtney Burke,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,56,2,15,25,1475,35,BlockedShot,NA,72.7,49.52,BOS,Janine Weber,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,58,2,14,7,1553,78,Faceoff,NA,83.17,73.31,MET,Erika  Lawler,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,58,2,13,52,1568,15,Shot,NA,76.06,33.79,MET, Kelsey  Koelzer,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,59,2,13,12,1608,40,Shot,NA,14.4,60.81,BOS,Emily Field,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,60,2,12,50,1630,22,Shot,NA,15.78,65.24,BOS,Heather  Schwarz,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,61,2,12,49,1631,1,Faceoff,NA,37.72,73.71,BOS,Janine Weber,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,62,2,11,28,1712,81,Shot,NA,84.36,60.4,MET,Harrison Browne,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,63,2,11,25,1715,3,Faceoff,NA,83.17,73.71,BOS,Jillian Dempsey,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,64,2,8,48,1872,157,BlockedShot,NA,26.25,30.56,MET,Tatiana Rafter,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,65,2,8,42,1878,6,Shot,NA,22.3,33.79,BOS,Marissa Gedman,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,66,2,8,31,1889,11,Faceoff,NA,16.57,28.55,BOS,Jillian Dempsey,Tatiana Rafter,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,67,2,6,31,2009,120,Shot,NA,22.1,68.06,BOS,Dana Trivigno,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,68,2,6,29,2011,2,Faceoff,NA,16.57,73.31,MET,Erika  Lawler,Dana Trivigno,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,69,2,6,20,2020,9,Shot,NA,16.57,58.79,BOS,Haley Skarupa,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,70,2,6,19,2021,1,Faceoff,NA,16.77,72.5,MET,Erika  Lawler,Dana Trivigno,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,71,2,5,33,2067,46,Shot,NA,17.36,61.21,BOS,Dana Trivigno,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,72,2,5,23,2077,10,BlockedShot,NA,21.51,62.02,MET,Courtney Burke,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,73,2,5,16,2084,7,Shot,NA,19.54,49.52,BOS,Dana Trivigno,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,74,2,5,15,2085,1,Faceoff,NA,16.77,73.31,MET,Tatiana Rafter,Janine Weber,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,75,2,4,23,2137,52,Shot,NA,80.6,63.23,MET,Alexa Gruschow,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,76,2,4,22,2138,1,Faceoff,NA,82.97,27.74,MET,Alexa Gruschow,Jordan Smelker,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,77,2,4,15,2145,7,Shot,NA,67.36,25.73,MET,Michelle Picard,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,78,2,4,14,2146,1,Faceoff,NA,83.17,72.58,MET,Alexa Gruschow,Jillian Dempsey,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,79,2,3,48,2172,26,Shot,NA,74.48,23.31,MET,Miye D'Oench,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,80,2,3,1,2219,47,Faceoff,NA,62.42,26.53,BOS,Dana Trivigno,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,2,0,81,2,2,38,2242,23,BlockedShot,NA,71.12,45.48,BOS,Alyssa Gagliardi,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,82,2,2,36,2244,2,Goal,NA,87.52,47.98,MET,Alexa Gruschow,Miye D'Oench,Harrison Browne,Katie  Fitzgerald,Brittany Ott,Alexa Gruschow,Alyssa Gagliardi,Ashley Johnston,Haley Skarupa,Courtney Burke,Emily Field,Harrison Browne,Dana Trivigno,Miye D'Oench,NA,Kaliya Johnson,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,83,2,2,36,2244,0,Faceoff,NA,49.77,49.52,BOS,Janine Weber,Erika  Lawler,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,84,2,2,13,2267,23,Faceoff,NA,83.17,26.94,MET,Erika  Lawler,Janine Weber,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,85,2,2,5,2275,8,Faceoff,NA,83.57,72.9,BOS,Jillian Dempsey,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,86,2,1,11,2329,54,Shot,NA,19.14,57.98,BOS,Haley Skarupa,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,87,2,0,40,2360,31,Shot,NA,72.5,33.79,MET,Tatiana Rafter,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,88,2,0,30,2370,10,BlockedShot,NA,21.51,39.44,MET,Michelle Picard,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,90,3,20,0,2400,30,Faceoff,NA,49.77,51.13,BOS,Jillian Dempsey,Alexa Gruschow,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,91,3,18,15,2505,105,Shot,NA,83.57,30.56,BOS,Haley Skarupa,Katie  Fitzgerald,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,97,3,17,0,2520,15,Faceoff,NA,16.77,73.71,MET,Erika  Lawler,Jillian Dempsey,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,92,3,17,40,2540,20,Shot,NA,23.88,24.11,MET,Tatiana Rafter,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,93,3,17,37,2543,3,Faceoff,NA,16.57,27.74,MET,Alexa Gruschow,Janine Weber,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,94,3,17,32,2548,5,BlockedShot,NA,18.35,56.37,BOS,Marissa Gedman,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,95,3,17,15,2565,17,BlockedShot,NA,21.12,74.92,BOS,Marissa Gedman,NA,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,96,3,17,5,2575,10,Shot,NA,11.83,61.61,MET,Alexa Gruschow,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,98,3,16,37,2603,28,Shot,NA,23.88,70.08,MET,Michelle Picard,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
18507502,2017-10-28,MET,BOS,3,0,99,3,16,30,2610,7,Shot,NA,22.5,64.84,MET,Rebecca Russo,Brittany Ott,NA,Katie  Fitzgerald,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5
