game_id,game_date,home_team,away_team,home_score,away_score,play_index,period,min,sec,game_seconds,event_interval,event_type,event_team,event_player_1,event_player_2,event_player_3,event_detail,x_coord,y_coord,home_skaters,away_skaters,event_angle,event_distance,x_coord_2,y_coord_2,x_coord_1,y_coord_1,home_goalie,away_goalie,plus_player_1,plus_player_2,plus_player_3,plus_player_4,plus_player_5,plus_player_6,minus_player_1,minus_player_2,minus_player_3,minus_player_4,minus_player_5,minus_player_6
15083513,2016-10-07,BUF,BOS,0,0,1,1,20,0,0,0,Faceoff,BOS,Brianna Decker,Emily Janiga,NA,NA,0.05939999999999657,0.8245000000000005,5,5,0.5311299568838875,88.9444215710575,0.05939999999999657,0.8245000000000005,0.05939999999999657,0.8245000000000005,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,2,1,19,22,38,38,Turnover,BOS,Gigi Marvin,NA,NA,NA,-70.6662,-21.522000000000002,5,5,49.57354415287052,28.272331110822822,-70.6662,-21.522000000000002,70.6662,21.522000000000002,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,3,1,18,29,91,53,Shot,BUF,Devon Skeats,Brittany Ott,NA,NA,-66.627,1.2749999999999986,5,5,3.2616631457620047,22.40930061380766,-66.627,1.2749999999999986,66.627,-1.2749999999999986,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,4,1,18,8,112,21,BlockedShot,BOS,Zoe Hickel,NA,NA,NA,-46.4112,-20.459500000000002,5,5,25.659455268100132,47.24824891665299,-46.4112,-20.459500000000002,46.4112,20.459500000000002,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,5,1,18,8,112,0,Faceoff,BUF,Kristina Lavoie,Rachel Llanes,NA,NA,-62.172,-19.753999999999998,5,5,36.364968744023685,33.31609370859675,-62.172,-19.753999999999998,62.172,19.753999999999998,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,6,1,17,51,129,17,Shot,BUF,Jordyn Burns,Brittany Ott,NA,NA,57.83579999999998,1.4959999999999951,5,5,2.748305359543971,31.200086180009205,57.83579999999998,1.4959999999999951,57.83579999999998,1.4959999999999951,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,7,1,17,43,137,8,Shot,BOS,Emily Field,Brianne McLaughlin,NA,NA,63.8946,-0.27199999999999847,5,5,0.6207366658020279,25.106873424622194,63.8946,-0.27199999999999847,63.8946,-0.27199999999999847,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,8,1,16,45,195,58,Shot,BOS,Gigi Marvin,Brianne McLaughlin,NA,NA,55.420199999999994,-21.1735,5,5,32.23318460229237,39.69785976963998,55.420199999999994,-21.1735,55.420199999999994,-21.1735,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,9,1,16,43,197,2,Shot,BUF,Corinne Buie,Brittany Ott,NA,NA,-64.6074,-17.628999999999998,5,5,35.856361603195694,30.09618872482029,-64.6074,-17.628999999999998,64.6074,17.628999999999998,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15083513,2016-10-07,BUF,BOS,0,0,10,1,15,50,250,53,BlockedShot,BUF,Anne Schleper,NA,NA,NA,63.8946,0.44200000000000017,5,5,1.0086323441187204,25.10929057460605,63.8946,0.44200000000000017,63.8946,0.44200000000000017,Brianne McLaughlin,Brittany Ott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
